,text_original,text_traducido,clase_RegLog,clase_SVM,clase_NavieBayes
140,ecuador libre soberano fuera vende patria de correa cubanos venezolanos quitan el trabajo los ecuatorianos ,Ecuador free sovereign outside sells homeland of strap Cuban Venezuelans take away the work the Ecuadorians,2,2,2
141,colombianos compran productos venezolanos ecuatorianos compran productos colombianos qué pasaría si ecuador fuera frontera con venezuela ,Colombians buy Venezuelan products Ecuadorians buy Colombian products what would happen if Ecuador were a border with Venezuela,2,2,1
142, xenofobia se nota cuando en ecuador dicen se vayan los venezolanos cubanos ,xenophobia shows when Cuban Venezuelans leave in Ecuador,2,2,2
143,fuera la escoria cubana venezolana complice de correa ecuador para los ecuatorianos,off the Venezuelan Cuban scum accomplice of Ecuador strap for Ecuadorians,2,2,1
144,la revolución venezolana vs la migración es ecuador su mejor destino han revisado las cifras de desempleo ,"The Venezuelan revolution vs. migration is Ecuador, its best destination. Unemployment figures have been revised.",2,2,0
145, que me dicen de ecuador la economía dolarizada es atractivo suficiente para la migración de venezolanos hacia alla ,what they tell me about Ecuador the dollarized economy is attractive enough for the migration of Venezuelans there,2,2,2
146, fuera todos los cubanos venezolanos que ecuador tiene déficiente lacra,were all the Venezuelan Cubans that Ecuador has a poor scourge,2,2,1
147,que absurdo nicolas su análisis fronterizo de migración colombo venezolana éxodo ya no caben en colombia panamá ecuador ,that absurd nicolas her border analysis of colombo venezuelan migration exodus no longer fit in colombia panama ecuador,2,2,1
148, felicitaciones otra gran venezolana se nos va representarnos fuera del pais ecuador happy que dios te cuide bendiga,"Congratulations, another great Venezuelan is going to represent us outside the country Ecuador happy God take care of you bless",2,2,1
149,huyendo de la inseguridad venezolanos llegan ecuador venezuela ecuador migrantes pic twitter com zafdwxftqa,fleeing insecurity Venezuelans arrive Ecuador Venezuela Venezuela migrants pic twitter com zafdwxftqa,1,2,2
150, represión policías militares asesinos en ecuador deja vu la venezolana ,repression murderous military police in ecuador leaves the Venezuelan,2,0,1
151, fuera el tirano vende la patria trayendo cubano venezolano ecuador no lo necesita fuera correa por ladron traidor,outside the tyrant sells the homeland bringing Cuban Venezuelan ecuador does not need it outside strap on by traitorous thief,2,2,1
152,ecuador siempre será libre soberano fuera chinos cubanos venezolanos robolucionarios ,Ecuador will always be free sovereign outside Chinese Cuban Venezuelans revolutionaries,2,2,1
153, noeresmipresidente fuera correa con toda la basura cubana nigeiriana venezolana ecuador no es la cloaca del comunismo ,Non-president is off leash with all the Cuban garbage Nigerian Venezuelan Ecuador is not the sewer of communism,2,2,1
154,lo ideal fuera tenerlos mas que sea 1 hora en guayaquil ecuador animensen queremos buena musica venezolana ,the ideal would be to have them longer than 1 hour in guayaquil ecuador animenen we want good Venezuelan music,2,2,1
155, piensaran que ecuador son ellos junto con cubanos venezolanos nosotros solo migrantes ,"They think that Ecuador is them together with Cuban Venezuelans, we are only migrants",2,2,1
156,la derecha de ecuador es alimentada por el odio de la derecha venezolana ,Ecuador's right wing is fueled by hatred of the Venezuelan right,2,2,1
157, fuera perros represores venezolanos no los queremos en el ecuador gloriosos ,Were we not wanting Venezuelan repressive dogs in glorious Ecuador,2,2,1
158,y tu le publicas esto un venezolano en inmigrantes en ecuador te insultan como todo es mejor que venezuela ja ,and you publish this a Venezuelan immigrant in Ecuador insults you as everything is better than venezuela ja,2,2,2
159,por la visita del papa peruanos venezolanos colombianos que arribaron al ecuador se cuentan por miles según migración ,for the visit of the pope peruvian venezuelan colombians who arrived in the equator number in the thousands according to migration,2,2,2
160, el gobierno dictador de ecuador es una copia de la dictadura venezolana incitacion al odio entre hermanos fueracorreaymaduro,the dictator government of ecuador is a copy of the Venezuelan dictatorship incitement to hatred between brothers fueracorreaymaduro,2,2,2
161, no es el 2 es ecuador en contra de correa todos se canso ecuador no somos ni cubanos ni venezolanos fuera correa ,it is not the 2 it is Ecuador against the belt everyone gets tired Ecuador we are neither Cubans nor Venezuelans outside the belt,2,2,1
162,según correa los inmigrantes venezolanos quieren desestabilizar su gobierno vergacion no sabia de tantos en ecuador pic twitter com liuicenky7,"According to Correa, Venezuelan immigrants want to destabilize their government. They did not know about so many in Ecuador pic twitter com liuicenky7",1,2,2
163,venezolanos subversivos en buses ecuador eso es incitación violencia es ilegal llama la policía entregalos migración actúa ya,Venezuelans subversive in buses Ecuador that is incitement violence is illegal calls the police deliver them migration acts now,2,2,1
164,así el dip earle herrera fomenta la xenofobia en contra de los venezolanos en ecuador triste papel parlamentario pic twitter com cle1rvovhd,so dip earle herrera promotes xenophobia against Venezuelans in ecuador sad parliamentary role pic twitter com cle1rvovhd,2,2,1
165,correa alerta presencia de venezolanos reaccionarios en ecuador lecciones de xenofobia ,Correa alerts presence of reactionary Venezuelans in Ecuador xenophobia lessons,2,2,2
166, patitas fuera del país correa amenaza con expulsar venezolanos 20j ecuador pic twitter com rlfvg7wct0,Patitas outside the country Correa threatens to expel Venezuelans 20j Ecuador pic twitter com rlfvg7wct0,1,2,1
167,rt fuera del país correa amenaza con expulsar venezolanos 20j ecuador pic twitter com h1oeihnyqq,rt outside the country Correa threatens to expel Venezuelans 20j Ecuador pic twitter com h1oeihnyqq,1,2,1
168,rt laura_weffer así alimentan la xenofobia 2001online ecuador indaga posible presencia de venezolanos reaccionarios en protestas,rt laura_weffer thus fueling xenophobia 2001online ecuador investigates possible presence of reactionary Venezuelans in protests,2,2,1
169,y así alimentan la xenofobia ecuador indaga posible presencia de venezolanos reaccionarios en protestas,and thus feed xenophobia Ecuador investigates possible presence of reactionary Venezuelans in protests,2,2,1
170,escuálidos venezolanos fueron ecuador destilar su odio veneno saquelos de aya carajo ,emaciated venezuelans went to ecuador distilling their hatred poison take them out of aya carajo,2,2,2
171,xenofobia en ecuador correa amenaza expulsar venezolanos cubanos que critiquen su política ,Xenophobia in Ecuador Correa threatens to expel Cuban Venezuelans who criticize its policy,2,2,1
172,xenofobia en ecuador correa amenaza expulsar venezolanos cubanos que critiquen su política esto es ,"Xenophobia in Ecuador Correa threatens to expel Cuban Venezuelans who criticize their policy, this is",2,2,1
173, compa no permitan que apratridas guarimberos venezolanos perturben la paz son veteranos en esa practica fuera ecuador,compa do not allow stateless Venezuelan guarimberos to disturb the peace they are veterans in that practice outside ecuador,2,2,1
174, hasta yo que no soy venezolana grite el gol como si fuera ecuador ,even I who am not Venezuelan shout the goal as if it were Ecuador,2,2,1
175, todos los venezolanos en apoyó correa ecuador libre fuera los apátridas ,all Venezuelans in Ecuador supported free strap out stateless,2,2,2
176, venezuela no ha sido país de migrantes pero ahora ecuador quito su capital está full de hermanos venezolanos por qué ,"Venezuela has not been a country of migrants but now Ecuador has removed its capital, it is full of Venezuelan brothers why",0,2,1
177,sin querer venezolanos viajamos todos los dias fuera dl pais papel baño eeuu jabon tocador mexico carne brasil atun ecuador ,Venezuelans inadvertently travel every day outside the country paper bathroom usa soap toilet mexico meat brazil tuna ecuador,2,2,2
178,parece mentira que bolivia ecuador colombia sean destinos de migración de venezolanos cuando antes era lo contrario hechoencomunismo,it seems unbelievable that bolivia ecuador colombia are migration destinations for Venezuelans when before it was the opposite done in communism,2,2,0
179,15 venezolanos fueron de viaje de placer ecuador regresaron solo 4 los demás prefirieron convertirse en inmigrantes,15 Venezuelans went on a leisure trip Ecuador returned only 4 the others preferred to become immigrants,2,2,1
180, cubanos venezolanos encabezan migración extrajera en ecuador,Venezuelan Cubans lead foreign migration in Ecuador,2,2,2
181,fútbol playa venezolano quedó fuera del campeonato suramericano en ecuador ,beach soccer venezuela was left out of the south american championship in ecuador,2,2,1
182,ecuador el nuevo paraíso de los emigrantes venezolanos migración venezuela ,ecuador the new paradise for venezuelan emigrants migration venezuela,2,2,2
183,ecuador el nuevo paraíso de emigrantes venezolanos migración venezuela ,Ecuador the new paradise for Venezuelan emigrants migration Venezuela,2,2,2
184,ecuador entre las preferencias migratorias de los venezolanos migración venezuela ,Ecuador among the migratory preferences of Venezuelans migration Venezuela,2,2,1
185,pq defendemos algo sin sustento ojalá venezuela fuera ecuador soy venezolano si tu fueras candidato allí votaría ti ,because we defend something without sustenance hopefully Venezuela was outside Ecuador I am Venezuelan if you were a candidate there you would vote,2,2,1
186, hablen un poco sobre la economia del ecuador para los inmigrantes venezolanos es favorable gracias conclumigrante,talk a little about the economy of the equator for Venezuelan immigrants is favorable thanks conclumigrante,2,2,2
187, ecuador un destino para la migración venezolana pic twitter com ax6x9wsjff,Ecuador a destination for Venezuelan migration pic twitter com ax6x9wsjff,1,2,1
188,ni bolsa que fuera rafael correa se suma petición venezolana contra decreto de eeuu venezuela ecuador ,"No bag that was Rafael Correa adds a Venezuelan petition against the decree of the United States, Venezuela, Ecuador",2,0,0
